id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8.0085E+17,McCormick Place 420 friendly 3Br/2Ba opt Parking,370154553,Innesa,,Near South Side,41.85403509,-87.6274689,Entire home/apt,203,2,29,3/3/24,2,19,356,23,2792126
8.01017E+17,Modern 2bd/ba fully furnished condo,233213144,Lionel,,Grand Boulevard,41.8076039,-87.6215567,Entire home/apt,109,32,0,,,1,364,0,
8.01312E+17,Downtown Vintage Group Lofts - Sleep 25,98193524,Mary And JW,,Loop,41.87371341,-87.62922816,Entire home/apt,756,3,3,10/21/23,0.39,31,135,3,R21000068199
8.01374E+17,Classic Chicago Bungalow Garden Unit,495341512,Casa,,Portage Park,41.94246,-87.7496,Entire home/apt,74,1,70,3/18/24,4.86,1,303,64,R22000094459
8.01512E+17,King Room in Downtown,431019163,Paul,,Loop,41.88540882,-87.627903,Private room,151,1,35,3/10/24,2.42,17,55,23,2506121
8.01745E+17,Cozy Aerie | Near Airport | Couples | Nurses,53938422,Lauren,,Brighton Park,41.8200998,-87.7033093,Entire home/apt,80,2,30,2/29/24,2.34,2,64,27,R23000097344
8.02052E+17,In town Close to it all,314235837,Ginneh,,Douglas,41.82778,-87.617747,Entire home/apt,75,3,1,3/21/24,1,2,66,1,R24000115099
8.0209E+17,heart of Chicago and the safest,490514913,Nawaf,,Near North Side,41.89235096,-87.61815156,Entire home/apt,93,32,0,,,2,89,0,R10954832591
8.02156E+17,Historic Washington-Hyde Park Greystone,15900115,Casey,,Washington Park,41.79125933,-87.62173083,Entire home/apt,194,2,36,2/24/24,2.69,1,233,30,R23000095871
8.02319E+17,Pleasant 2-Bedroom Apartment w/ Furnished Kitchen,490752114,Sevyn,,Irving Park,41.95051673,-87.70783159,Entire home/apt,73,1,19,1/21/24,1.52,9,170,18,R22000080787
8.02349E+17,Beautifully Designed 3BR Apartment near Shops,490752114,Sevyn,,Lake View,41.93859221,-87.66908996,Entire home/apt,95,1,55,3/3/24,3.99,9,159,50,R24000114681
8.02415E+17,23rd Pl 2U,21891111,Ming,,Lower West Side,41.84856724,-87.68482914,Private room,,5,10,3/10/24,0.82,8,0,10,R23000095680
8.02443E+17,23rd Pl 3U,21891111,Ming,,Lower West Side,41.8498,-87.68286,Private room,36,5,10,11/14/23,1.12,8,356,10,R23000095680
8.0252E+17,Comfortable & Modern Condo Near the United Center,495637904,Lydia,,East Garfield Park,41.88448,-87.70636,Entire home/apt,217,32,10,7/2/23,0.7,9,358,5,R23000095501
8.02832E+17,2 Queen Bedroom in Downton,431019163,Paul,,Loop,41.88391401,-87.62950744,Private room,151,1,92,3/20/24,6.67,17,41,86,2506121
8.02868E+17,23rd Pl 1U,21891111,Ming,,Lower West Side,41.84859833,-87.68323974,Private room,33,5,7,10/10/23,0.69,8,327,7,R23000095680
8.02997E+17,One bedroom w/ private bathroom,60325861,Erielle Anne,,Near West Side,41.86328,-87.65766,Private room,40,32,1,3/31/23,0.08,1,265,1,
8.03188E+17,McCormick 2B/2Ba for up to 6 guests with Patio/Gym,395498979,Milan,,Near South Side,41.85406901,-87.62551252,Entire home/apt,189,2,33,3/3/24,2.44,77,338,30,2792126
8.03386E+17,"Blueground | Streeterville, gym, nr Riverwalk",107434423,Blueground,,Near North Side,41.8911616,-87.622263,Entire home/apt,188,32,1,11/1/23,0.21,555,365,1,
8.03542E+17,Cute Cozy apartment,184878289,Jolie,,Edgewater,41.98712804,-87.65927265,Entire home/apt,93,32,0,,,1,179,0,
8.03575E+17,Catch a Game in Wrigleyville's 3BR - Free Parking,264445549,Rmk,,Lake View,41.95273987,-87.65952955,Entire home/apt,,32,43,3/6/24,3.06,6,0,40,R22000093257
8.03753E+17,Lofty 1 bedroom in Chicago's Gold Coast,31699214,Stephanie,,Near North Side,41.91007151,-87.63185304,Entire home/apt,150,32,4,3/1/24,0.32,7,231,3,
8.0434E+17,The Bagel Inn - Bright & Modern Wrigleyville 2 Bed,25631907,Aaron,,Lake View,41.94997,-87.66394,Entire home/apt,70,1,52,3/21/24,3.77,1,295,48,R23000095923
8.04355E+17,Luxurious and Chic 3BR between O'Hare and Downtown,157235585,Abia,,Norwood Park,41.99214872,-87.77786306,Entire home/apt,105,2,48,3/8/24,3.54,7,42,39,R24000114606
8.04457E+17,Peaceful 2BR/Parking Passes avail/Across from Park,48401570,Olivia,,Humboldt Park,41.9012339,-87.7086587,Entire home/apt,119,2,32,3/17/24,2.41,2,89,29,R23000096791
8.04699E+17,W/ Twin Size Bed + Available for Long Term,436959191,Yan Na,,Armour Square,41.84991551,-87.63562073,Private room,39,1,50,3/4/24,3.6,20,282,41,R22000094473
8.04699E+17,Full Kitchen + All Essential Amenities,436959191,Yan Na,,Armour Square,41.85004735,-87.635389,Private room,40,1,46,1/3/24,3.29,20,296,37,R22000094473
8.04699E+17,W/ Queen size bed + Free Laundry,436959191,Yan Na,,Armour Square,41.84940698,-87.63416992,Private room,47,1,45,1/4/24,3.27,20,281,36,R22000094473
8.05172E+17,Beautiful Jumbo 3BD Apartment in Logan Square+grg,171214054,Manny,,Logan Square,41.92375785,-87.72496222,Entire home/apt,89,32,0,,,3,81,0,
8.05185E+17,Cozy Lincoln Square Apartment,28531511,Melissa,,Lincoln Square,41.97006753,-87.69250711,Entire home/apt,,32,1,11/9/23,0.22,2,0,1,
8.05276E+17,Clean and modern Oak Park/Austin apartment,173866008,Yashar,,Austin,41.88333,-87.77454,Entire home/apt,112,2,24,1/3/24,1.91,1,136,22,R24000115159
8.05306E+17,Spacious Downtown 3BR with Free Parking,483075802,Song,,Near West Side,41.8871882,-87.64687609,Entire home/apt,388,2,63,2/24/24,4.42,2,262,55,R23000111950
8.056E+17,"Blueground | River N, gym & roof, nr Riverwalk",107434423,Blueground,,Near North Side,41.8945286,-87.6334052,Entire home/apt,,32,0,,,555,5,0,
8.05961E+17,Private getaway in vibrant South Loop.,397093401,Ali,,Douglas,41.83665547,-87.62256557,Private room,50,32,3,11/13/23,0.43,1,87,3,
8.06635E+17,Large Private room in Townhouse,65135365,Fed,,Albany Park,41.9697158,-87.7278394,Private room,50,2,15,3/17/24,1.09,2,89,12,R23000096194
8.07231E+17,Pilsen/UIC Single Family Home,212355773,Joyce,,Lower West Side,41.85765615,-87.64660632,Entire home/apt,158,3,29,2/25/24,2.71,1,128,29,R23000096935
8.07234E+17,Awesome 4-BR/2BA House in the Heart of Wrigley!,153282233,Justin,,Lake View,41.9458768,-87.6503851,Entire home/apt,208,1,58,3/14/24,4.08,10,109,50,R23000096215
8.07875E+17,Modern Victorian Haven | 10-Min to Downtown,496914387,Karron,,West Garfield Park,41.87155675,-87.72973351,Entire home/apt,90,2,18,12/30/23,1.67,1,42,18,R23000098042
8.07881E+17,"Blueground | Loop, gym & lounge, nr Riverwalk",107434423,Blueground,,Loop,41.8860812,-87.6342223,Entire home/apt,112,32,0,,,555,194,0,
8.08067E+17,Fully furnished 2BR w/ Cozy Living Room & Wi-Fi!,490752114,Sevyn,,Rogers Park,42.01638125,-87.66512886,Entire home/apt,82,1,24,2/18/24,1.76,9,268,21,R22000094683
8.08109E+17,Cloud9| Penthouse for 14ppl |Fulton mkt| The Seven,248760412,Cloud9,,West Town,41.89617651,-87.65325999,Entire home/apt,885,2,1,2/5/23,0.07,57,346,0,2867402
8.08458E+17,"Blueground | Streeterville, gym, nr Riverwalk",107434423,Blueground,,Near North Side,41.8911616,-87.622263,Entire home/apt,123,32,0,,,555,176,0,
8.0891E+17,McCormick 2B/2Ba for up to 6 guests w Opt Parking,395498979,Milan,,Near South Side,41.85575334,-87.62502148,Entire home/apt,158,2,17,1/7/24,1.25,77,330,15,2792126
8.09334E+17,Spacious Chicago historic home,39967444,Marrianne,,Douglas,41.8376284,-87.6185779,Entire home/apt,590,3,1,6/4/23,0.1,1,278,1,R23000095921
8.09622E+17,Walk to Wrigley Field Townhouse,141157234,Tracy,,Lake View,41.9446835,-87.6582093,Entire home/apt,307,2,10,12/30/23,1.3,3,105,10,R24000113457
8.10117E+17,Spacious & Fully Furnished 3-Bedroom Apartment,490752114,Sevyn,,West Ridge,42.01776177,-87.68555567,Entire home/apt,73,1,23,2/6/24,1.67,9,177,18,R23000096664
8.10145E+17,Old Town Suite. Six Blocks to Historic Wells St.,200912888,Urban Co Spaces,,Near North Side,41.90756567,-87.64273762,Entire home/apt,199,32,0,,,3,198,0,
8.10149E+17,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.85314,-87.62547,Entire home/apt,168,2,51,3/10/24,3.83,19,267,45,2792126
8.10167E+17,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.85496,-87.62514,Entire home/apt,168,2,31,3/8/24,2.33,19,349,27,2792126
8.10645E+17,"Blueground | S Loop, pool, bbq & gym, nr park",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,128,32,0,,,555,344,0,
8.10904E+17,Beautiful space in NW Chicago,497612509,Dawn,,Albany Park,41.96620313,-87.71067653,Entire home/apt,250,2,18,11/11/23,1.53,1,307,18,R23000098765
8.11226E+17,Cute old Chicago apartment close to downtown,107471161,Marshae,,South Shore,41.7725972,-87.5754727,Entire home/apt,76,32,1,9/15/23,0.16,1,357,1,
8.11377E+17,"Blueground | Streeterville, gym, nr Riverwalk",107434423,Blueground,,Near North Side,41.8911616,-87.622263,Entire home/apt,123,32,0,,,555,205,0,
8.11378E+17,"Blueground | Streeterville, gym, nr Riverwalk",107434423,Blueground,,Near North Side,41.8911616,-87.622263,Entire home/apt,130,32,0,,,555,251,0,
8.11511E+17,Level- 1 Bedroom Suite in The Heart Of River North,177188450,Level,,Near North Side,41.8913478,-87.6373584,Entire home/apt,152,32,0,,,59,321,0,
8.11537E+17,THE Wrigleyville House ~Sleeps 8~ Free Parking,465428850,Stephanie And Zach,,Lake View,41.951536,-87.6534684,Entire home/apt,231,2,31,3/13/24,2.36,6,275,27,R24000113261
8.11599E+17,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.85485632,-87.62445263,Entire home/apt,168,2,16,2/16/24,1.18,19,320,15,2792126
8.11605E+17,Modern 2B Gem in North Chicago,264445549,Rmk,,Logan Square,41.9142495,-87.6984042,Entire home/apt,,32,22,3/8/24,1.62,6,31,17,R18000012908
8.11618E+17,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.8533033,-87.62380203,Entire home/apt,168,2,48,2/25/24,3.46,19,314,42,2792126
8.1162E+17,23rd Pl 2D,21891111,Ming,,Lower West Side,41.84857348,-87.68482847,Private room,35,5,15,3/6/24,1.16,8,346,14,R22000081054
8.11639E+17,Lakeshore East 2 Bed 2 Bath,63436227,Antonina,,Loop,41.8864623,-87.6201026,Entire home/apt,,32,0,,,1,90,0,
8.11648E+17,Queen Bed in Mid Century House with hot tub,38553561,Drea,,West Ridge,41.98986812,-87.70394652,Private room,80,1,5,3/9/24,0.39,3,146,3,R22000095243
8.11733E+17,University of Chgo. / Woodlawn,170286644,Marsha,,Woodlawn,41.77621071,-87.5987751,Entire home/apt,85,32,2,9/6/23,0.17,1,95,2,
8.11891E+17,Lakeview Beauty~enjoy the bliss,146136112,Blake,,Lake View,41.94096,-87.64162,Entire home/apt,82,32,1,11/28/23,0.26,1,287,1,
8.11967E+17,Cozy 2BR/2BA Condo near O'hare/CTA Train & Loop,497853220,Antoine,,Montclare,41.93326,-87.80583,Entire home/apt,,1,4,7/2/23,0.39,1,177,4,R23000097652
8.12222E+17,Botanical BnB. House in Avondale/Logan Square.,24084926,Jordan,,Avondale,41.94141465,-87.70471918,Entire home/apt,108,3,35,3/2/24,2.63,1,152,32,R22000094212
8.12498E+17,Luxury SOHO Styled Two-Level Townhouse | Old Town,464407683,Hubbard Holdings,,Lincoln Park,41.9116,-87.63618,Entire home/apt,450,2,54,3/17/24,3.98,16,215,50,R23000096687
8.12589E+17,Updated|Vintage|2BR Uptown/Ravenswood,81985803,Jenny,,Uptown,41.966839,-87.668056,Entire home/apt,209,32,5,4/10/23,0.38,2,179,2,R22000089686
8.13156E+17,Spacious Southroom,13667825,Brandon,,East Garfield Park,41.87748,-87.69289,Private room,65,1,11,12/31/23,2.05,1,233,11,R23000096970
8.13182E+17,Newly Renovated 2bd 2ba Humboldt Park,487981983,Scott,,West Town,41.89964529,-87.7059489,Entire home/apt,125,32,25,10/16/23,1.85,6,62,22,R22000093747
8.13219E+17,Flexhome River West Studio N1 Gym+Rooftop+Skyline,497660633,Flexhome,,West Town,41.89553,-87.65685,Entire home/apt,112,32,3,9/4/23,0.26,18,319,3,
8.13638E+17,Flexhome River West Studio N2 Gym+Rooftop+Skyline,497660633,Flexhome,,West Town,41.896397,-87.656066,Entire home/apt,112,32,1,4/16/23,0.09,18,358,1,
8.14189E+17,Want to stay longer in private room 1,85647159,Masato Or Akiko,,Mckinley Park,41.83422,-87.68357,Private room,80,1,14,12/11/23,1.04,5,142,13,R22000094997
8.14199E+17,Want to stay longer in private room 2,85647159,Masato Or Akiko,,Mckinley Park,41.83461448,-87.68331852,Private room,70,1,30,11/30/23,2.29,5,269,27,R22000094997
8.14456E+17,"The Exclusive- 7 Bed, 6 Bath Retreat",498386999,Adam,,Logan Square,41.9146185,-87.68714312,Entire home/apt,489,2,41,3/15/24,3.25,1,140,37,R24000113699
8.14476E+17,Flexhome River West 1BR N5 · Gym+Rooftop+Skyline,497660633,Flexhome,,West Town,41.8964343,-87.6560163,Entire home/apt,93,32,3,1/20/24,0.3,18,244,3,
8.14476E+17,Flexhome River West 1BR N4 · Gym+Rooftop+Skyline,497660633,Flexhome,,West Town,41.89746909,-87.65505436,Entire home/apt,95,32,2,2/18/24,0.18,18,338,2,
8.14476E+17,Flexhome River West 1BR N6 · Gym+Rooftop+Skyline,497660633,Flexhome,,West Town,41.8964343,-87.6560163,Entire home/apt,121,32,3,11/28/23,0.34,18,357,3,
8.14512E+17,La Villita - Gateway to Chicago,498401742,Lucas,,South Lawndale,41.8466376,-87.70475229,Entire home/apt,159,2,19,3/3/24,1.63,2,310,19,R23000097080
8.15249E+17,Modern 3BR Home w/ Spacious Kitchen,490752114,Sevyn,,Lincoln Square,41.98055148,-87.69292422,Entire home/apt,84,1,33,2/12/24,2.44,9,173,26,R22000095281
8.15565E+17,Full Kitchen + All Essential Amenities,436959191,Yan Na,,Armour Square,41.84972499,-87.63411545,Private room,39,1,42,12/17/23,3.17,20,325,40,R22000094473
8.15573E+17,New Furnishings Full Kitchen 10min Walk to CTA,436959191,Yan Na,,Armour Square,41.84940305,-87.63424191,Private room,40,1,40,2/25/24,2.97,20,280,35,R22000094473
8.1574E+17,pet-friendly rooms near university of chicago no 5,5821667,Tk,,Woodlawn,41.77334,-87.61431,Private room,27,32,4,10/25/23,0.36,6,47,4,2840945
8.15938E+17,*Chic|Cozy|Entire 2Bd Short walk to Wrigley Field*,96730613,Demitri,,Lake View,41.941982,-87.6520537,Entire home/apt,111,2,66,3/18/24,4.89,28,181,57,R22000093455
8.16002E+17,Beautiful 1bd in central Chicago,77183388,Al & Mary,,Logan Square,41.919377,-87.712291,Entire home/apt,130,32,0,,,2,365,0,
8.16011E+17,New 3bd/2ba Condo near Downtown Chicago,44019730,Abigail,,Armour Square,41.84170128,-87.63311936,Entire home/apt,200,2,23,3/17/24,2.14,1,122,23,R23000099672
8.16159E+17,Queen Bedroom in Quiet Apt. with Free Laundry,62700055,Ryan,,Near West Side,41.87228349,-87.68892719,Private room,39,32,2,5/26/23,0.17,1,286,2,
8.16568E+17,Hip Wicker Park/Bucktown Chicago!,422970217,Katy,,West Town,41.90604066,-87.67185547,Entire home/apt,550,1,7,8/13/23,0.61,1,10,7,R23000098634
8.16632E+17,Cozy Studio near Wrigley field,333201887,Yanko,,Lake View,41.9551851,-87.6694237,Entire home/apt,104,1,17,3/11/24,1.25,3,17,14,R22000094833
8.16731E+17,Bronzeville 2 bed 1 bath unit!,732418,Aj,,Grand Boulevard,41.81911337,-87.61262331,Entire home/apt,90,21,6,10/18/23,0.46,1,54,5,R23000096972
8.16764E+17,Vibrant Northside Chicago Home,13998498,Raya,,Edgewater,41.98364852,-87.66957042,Entire home/apt,94,32,2,1/28/24,0.27,2,50,2,
8.16791E+17,The Broasis at Wrigley,3230291,David,,Lake View,41.94938,-87.67061,Entire home/apt,246,2,40,3/18/24,3.02,16,258,38,R23000095927
8.16921E+17,20% off - long term reservation,514776477,Ralph,,Mckinley Park,41.83112624,-87.6730078,Private room,36,32,26,12/31/23,1.99,64,350,24,R23000097076
8.17416E+17,The Secret West Loop Oasis/walk to Fulton market,243035563,Studebecker,,West Town,41.89343671,-87.66282413,Entire home/apt,163,2,15,3/3/24,1.15,35,359,13,2792126
8.17647E+17,Woodlawn urban studio next to UChicago,2376962,Samuel,,Woodlawn,41.78139943,-87.60068168,Entire home/apt,90,2,24,3/18/24,1.99,2,249,24,R23000098226
8.17651E+17,Lovely Home Ohare/Chicago Downtown,83985556,Sebastian,,Dunning,41.94974931,-87.82795109,Entire home/apt,137,1,38,3/4/24,2.8,2,276,30,R23000097373
8.18043E+17,Multi-Level 2-Bedroom Loft in Gold Coast,31699214,Stephanie,,Near North Side,41.91022944,-87.63159385,Entire home/apt,155,32,0,,,7,237,0,
8.18086E+17,McCormick Pl 420 friendly 3BR/2BA/Parking/Sleeps 8,370154553,Innesa,,Near South Side,41.85452243,-87.62521666,Entire home/apt,236,2,24,2/26/24,2.35,19,333,24,2792126
8.18333E+17,The Fox Den,34064367,Tim,,Lincoln Square,41.961489,-87.690488,Entire home/apt,173,2,56,3/14/24,4.8,1,242,56,R23000099903
8.19654E+17,Relaxing 2BR Apartment in Lively West Rogers Park,96730613,Demitri,,Rogers Park,42.0154497,-87.664533,Entire home/apt,86,2,47,3/19/24,3.62,28,229,43,R23000096333
8.19679E+17,Your perfect place looks like?,499555213,Brian,,West Town,41.890205,-87.661281,Entire home/apt,392,2,51,2/25/24,3.89,1,178,46,R23000097153
8.20177E+17,Family Fun Escape: With 2 Free Parking Spaces!,509192250,Alpine,,West Town,41.9072138,-87.6934876,Entire home/apt,225,2,55,3/18/24,4.35,4,306,54,R24000113206
8.20318E+17,Modern Chicago Garden Unit,22168407,Junilla,,Avondale,41.93426162,-87.71884576,Entire home/apt,80,33,0,,,1,282,0,
8.21114E+17,McCormick 2B/2Ba for up to 6 guests w Opt Parking,395498979,Milan,,Near South Side,41.85518866,-87.62538386,Entire home/apt,158,2,16,12/19/23,1.24,77,357,14,2792126
8.21776E+17,Home away from home. Family-oriented neighborhood.,334743940,Rashid,,Humboldt Park,41.89735827,-87.72907289,Entire home/apt,65,1,32,3/7/24,2.52,1,247,30,R23000097261
8.22381E+17,Villa Broms Duplex-Logan Square,2863247,Elizabeth,,Logan Square,41.92499,-87.71955,Entire home/apt,153,2,17,3/17/24,1.58,1,109,17,R23000100848
8.22395E+17,McCormick 2B/2Ba for up to 6 guests w Opt Parking,395498979,Milan,,Near South Side,41.85572167,-87.6249083,Entire home/apt,158,2,15,11/30/23,1.18,77,360,13,2792126
8.22442E+17,Level- Beautiful River North One Bedroom Suite,177188450,Level,,Near North Side,41.8913478,-87.6373584,Entire home/apt,151,32,0,,,59,263,0,
8.22519E+17,"Enticing Getaway Near Beach, Train & Parking Spot",111062630,Kyriako,,Rogers Park,42.011868,-87.666904,Entire home/apt,83,2,55,3/23/24,4.09,22,255,46,R22000095278
8.2259E+17,"Bridgeport Place -free parking, McCormick-Sox Park",500218714,Rosa,,Bridgeport,41.834969,-87.657402,Entire home/apt,105,2,32,2/25/24,2.41,1,145,27,R23000097335
8.22654E+17,Luxurious 2 Bedroom Apartment,128625952,Phebe,,Albany Park,41.96623497,-87.71529951,Entire home/apt,138,3,5,11/5/23,0.53,1,359,5,R23000099132
8.2272E+17,Gorgeous NEW 1BR on Michigan Ave,63313003,K,,Loop,41.88606917,-87.62588228,Entire home/apt,166,32,1,8/19/23,0.14,12,365,1,
8.22722E+17,Lakeview/Boystown/Wrigleyville Paradise Haven,402497267,Rasheed,,Lake View,41.94183276,-87.64124664,Entire home/apt,132,2,47,3/15/24,3.54,4,154,41,R23000106805
8.22724E+17,Grant Park Experience at Indiana Place,177526473,Sarah And Drew,,Grand Boulevard,41.82193463,-87.62290289,Entire home/apt,140,2,19,10/16/23,1.51,4,82,17,R23000098012
8.22738E+17,Stunning 2br/2ba on Michigan Ave,63313003,K,,Loop,41.8869919,-87.6250007,Entire home/apt,219,32,0,,,12,153,0,
8.22741E+17,1.5BD|Roomy|Comfy|Roscoe Village apt near Wrigley!,43298553,Aijana,,North Center,41.9451991,-87.67913571,Entire home/apt,97,5,12,12/28/23,1.28,1,126,12,R21000073634
8.23044E+17,Blueground | Edgewater nr Loyola & Red Line,107434423,Blueground,,Edgewater,41.99726,-87.671561,Entire home/apt,,32,0,,,555,3,0,
8.23105E+17,Historic Chicago Home < 1 Mi to Lake Michigan,121719854,Evolve,,Kenwood,41.81304,-87.60078,Entire home/apt,317,2,0,,,42,165,0,R23000109183
8.23239E+17,Cubs Short Stop,222031,Peter,,Lake View,41.9501804,-87.6541232,Entire home/apt,232,3,12,11/5/23,1.01,1,302,12,R23000097422
8.23274E+17,Spacious 3-bedroom Duplex condo,498303102,Betty,,Albany Park,41.96745587,-87.70880094,Entire home/apt,165,1,18,3/17/24,1.91,1,297,18,R23000097656
8.23294E+17,Centrally Located & Bright Apt Close to Downtown,500363895,Imran,,West Town,41.899689,-87.683544,Entire home/apt,103,2,34,3/22/24,2.88,1,259,34,R22000087411
8.23933E+17,Hippie unit,180004994,Jeannie And Maria,,Lincoln Park,41.92846,-87.66367,Entire home/apt,241,1,14,3/17/24,1.46,4,159,14,R23000097377
8.24614E+17,Pilsen  8 mins to Downtown 30 mins to Airport,92129084,Russell,,Lower West Side,41.85687947,-87.64203592,Entire home/apt,154,2,34,3/17/24,2.66,5,59,31,R23000097703
8.24899E+17,Plush King Bed near Downtown Chicago,495637904,Lydia,,East Garfield Park,41.88593581,-87.70564381,Private room,44,4,11,10/25/23,0.94,9,338,11,R24000114139
8.24943E+17,"HYPE402 | 2 BED, 1 BA Downtown Loft",361968698,Amy,,Near North Side,41.89050272,-87.62794435,Entire home/apt,175,32,46,2/17/24,3.44,6,355,42,R22000093636
8.25392E+17,The Dearborn Suite 2,194508729,Michelle,,Washington Park,41.79476,-87.62802,Entire home/apt,106,2,19,11/25/23,1.76,1,82,19,R23000099218
8.26036E+17,Loft Apartment at center of Chi,88588020,Jchou451,,Near South Side,41.8619122,-87.6235742,Entire home/apt,,15,0,,,1,178,0,
8.26202E+17,Central Avondale Updated 3bedroom Retreat-Sleeps 8,496836087,Joseph,,Avondale,41.93866,-87.70076,Entire home/apt,89,1,20,12/4/23,1.62,1,362,19,R22000091913
